# curie_map:
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   AEO: http://purl.obolibrary.org/obo/AEO_
#   BAMS: http://w3id.org/sssom/unknown_prefix/bams/
#   BIRNLEX: http://w3id.org/sssom/unknown_prefix/birnlex/
#   BM: http://w3id.org/sssom/unknown_prefix/bm/
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   CALOHA: http://w3id.org/sssom/unknown_prefix/caloha/
#   CARO: http://purl.obolibrary.org/obo/CARO_
#   CL: http://purl.obolibrary.org/obo/CL_
#   DHBA: https://biopragmatics.github.io/providers/dhba/
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EHDAA2: http://purl.obolibrary.org/obo/EHDAA2_
#   EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#   ENVO: http://purl.obolibrary.org/obo/ENVO_
#   EV: http://purl.obolibrary.org/obo/EV_
#   FAO: http://purl.obolibrary.org/obo/FAO_
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   FMA: http://purl.obolibrary.org/obo/FMA_
#   GAID: http://w3id.org/sssom/unknown_prefix/gaid/
#   GC_ID: http://w3id.org/sssom/unknown_prefix/gc_id/
#   GO: http://purl.obolibrary.org/obo/GO_
#   GOC: http://w3id.org/sssom/unknown_prefix/goc/
#   HAO: http://purl.obolibrary.org/obo/HAO_
#   HBA: https://biopragmatics.github.io/providers/hba/
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   ILX: http://w3id.org/sssom/unknown_prefix/ilx/
#   MA: http://purl.obolibrary.org/obo/MA_
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   MBA: https://biopragmatics.github.io/providers/mba/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MIAA: http://w3id.org/sssom/unknown_prefix/miaa/
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   OGES: http://w3id.org/sssom/unknown_prefix/oges/
#   PBA: https://biopragmatics.github.io/providers/pba/
#   PMID: http://rdf.ncbi.nlm.nih.gov/pubchem/reference/
#   PR: http://purl.obolibrary.org/obo/PR_
#   RETIRED_EHDAA2: http://w3id.org/sssom/unknown_prefix/retired_ehdaa2/
#   RO: http://purl.obolibrary.org/obo/RO_
#   Reactome: http://w3id.org/sssom/unknown_prefix/reactome/
#   SCTID: http://snomed.info/id/
#   SPD: http://purl.obolibrary.org/obo/SPD_
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   VHOG: http://purl.obolibrary.org/obo/VHOG_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   WBls: http://purl.obolibrary.org/obo/WBls_
#   Wikipedia: http://w3id.org/sssom/unknown_prefix/wikipedia/
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   galen: http://www.co-ode.org/ontologies/galen#
#   http: http://w3id.org/sssom/unknown_prefix/http/
#   https: http://w3id.org/sssom/unknown_prefix/https/
#   neuronames: http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: temp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_cardinality	comment
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2424484		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2424486		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2424487		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2428926		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2454208		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2454239		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2586553		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2586555		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2671742		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2671829		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2671850		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730833		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730843		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730851		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730858		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730860		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730862		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730882		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730884		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730886		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-2730888		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3215391		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-354073		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-354124		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-372693		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-373747		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-373750		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-374701		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-377640		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-380780		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-388831		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-388833		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-389083		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-389086		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-389159		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-389354		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-389762		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-391156		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-391865		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-391866		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-391871		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928578		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928580		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928583		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928594		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928604		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928610		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928627		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-3928648		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-399934		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-399946		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-399947		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-4093332		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-418163		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-418859		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-418872		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-419646		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-428888		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-429441		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-429449		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-432129		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-434836		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-4420117		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-4420121		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-4420128		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-4420206		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-443817		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-445076		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-445084		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-445085		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-445091		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-451942		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-452097		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-452100		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-452122		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-508282		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218640		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218642		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218806		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218809		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218812		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218820		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218828		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218830		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5218851		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5357429		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5607745		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5607750		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5621355		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5621363		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5621370		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5624486		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5637795		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5637796		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654147		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654149		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654151		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654222		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654397		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654407		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654408		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654418		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654428		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654545		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654575		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654578		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654582		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654587		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654605		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654607		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654628		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654631		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654634		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654653		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5654655		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655243		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655268		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655270		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655278		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655284		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655301		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5655341		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5683930		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5686587		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-5690702		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-6784006		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-6784319		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-6790087		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-6806974		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-68954		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-69195		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-873918		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-873919		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-873922		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-873924		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-879907		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-879909		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-879925		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8847977		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848005		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848077		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848124		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848436		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848606		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848726		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848758		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848776		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848818		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
GO:0004713	protein tyrosine kinase activity	oio:hasDbXref	Reactome:R-HSA-8848873		semapv:UnspecifiedMatching	GO	Reactome	n:1	cardinality is n:1
